uid,name,corpus,tier,png_path,gt_svg_path
noto-emoji/emoji_u1f9d3@128,emoji_u1f9d3,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9d3.png,data\corpus_svg\noto-emoji\emoji_u1f9d3.svg
noto-emoji/emoji_u1f9da_1f3fc@128,emoji_u1f9da_1f3fc,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9da_1f3fc.png,data\corpus_svg\noto-emoji\emoji_u1f9da_1f3fc.svg
noto-emoji/emoji_u1f9da_1f3fd_200d_2642@128,emoji_u1f9da_1f3fd_200d_2642,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9da_1f3fd_200d_2642.png,data\corpus_svg\noto-emoji\emoji_u1f9da_1f3fd_200d_2642.svg
noto-emoji/emoji_u1f9dd_1f3ff_200d_2640@128,emoji_u1f9dd_1f3ff_200d_2640,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9dd_1f3ff_200d_2640.png,data\corpus_svg\noto-emoji\emoji_u1f9dd_1f3ff_200d_2640.svg
noto-emoji/emoji_u1f9e5@128,emoji_u1f9e5,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9e5.png,data\corpus_svg\noto-emoji\emoji_u1f9e5.svg
noto-emoji/emoji_u1f9e6@128,emoji_u1f9e6,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9e6.png,data\corpus_svg\noto-emoji\emoji_u1f9e6.svg
noto-emoji/emoji_u1f9ed@128,emoji_u1f9ed,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9ed.png,data\corpus_svg\noto-emoji\emoji_u1f9ed.svg
noto-emoji/emoji_u1fa72@128,emoji_u1fa72,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1fa72.png,data\corpus_svg\noto-emoji\emoji_u1fa72.svg
noto-emoji/emoji_u1fab4@128,emoji_u1fab4,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1fab4.png,data\corpus_svg\noto-emoji\emoji_u1fab4.svg
noto-emoji/emoji_u1fac1@128,emoji_u1fac1,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1fac1.png,data\corpus_svg\noto-emoji\emoji_u1fac1.svg
noto-emoji/emoji_u1fac4@128,emoji_u1fac4,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1fac4.png,data\corpus_svg\noto-emoji\emoji_u1fac4.svg
noto-emoji/emoji_u1faef@128,emoji_u1faef,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1faef.png,data\corpus_svg\noto-emoji\emoji_u1faef.svg
noto-emoji/emoji_u1faf1_1f3fc_200d_1faf2_1f3ff@128,emoji_u1faf1_1f3fc_200d_1faf2_1f3ff,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1faf1_1f3fc_200d_1faf2_1f3ff.png,data\corpus_svg\noto-emoji\emoji_u1faf1_1f3fc_200d_1faf2_1f3ff.svg
noto-emoji/emoji_u1faf3_1f3fd@128,emoji_u1faf3_1f3fd,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1faf3_1f3fd.png,data\corpus_svg\noto-emoji\emoji_u1faf3_1f3fd.svg
noto-emoji/emoji_u23f8@128,emoji_u23f8,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u23f8.png,data\corpus_svg\noto-emoji\emoji_u23f8.svg
noto-emoji/emoji_u25fc@128,emoji_u25fc,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u25fc.png,data\corpus_svg\noto-emoji\emoji_u25fc.svg
noto-emoji/emoji_u2618@128,emoji_u2618,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u2618.png,data\corpus_svg\noto-emoji\emoji_u2618.svg
noto-emoji/emoji_u2648@128,emoji_u2648,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u2648.png,data\corpus_svg\noto-emoji\emoji_u2648.svg
noto-emoji/emoji_u26f9_1f3fc@128,emoji_u26f9_1f3fc,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u26f9_1f3fc.png,data\corpus_svg\noto-emoji\emoji_u26f9_1f3fc.svg
noto-emoji/emoji_u26f9_1f3fe@128,emoji_u26f9_1f3fe,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u26f9_1f3fe.png,data\corpus_svg\noto-emoji\emoji_u26f9_1f3fe.svg
noto-emoji/emoji_u270c_1f3fd@128,emoji_u270c_1f3fd,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u270c_1f3fd.png,data\corpus_svg\noto-emoji\emoji_u270c_1f3fd.svg
noto-emoji/emoji_u2721@128,emoji_u2721,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u2721.png,data\corpus_svg\noto-emoji\emoji_u2721.svg
noto-emoji/emoji_u2b05@128,emoji_u2b05,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u2b05.png,data\corpus_svg\noto-emoji\emoji_u2b05.svg
noto-emoji/emoji_u3030@128,emoji_u3030,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u3030.png,data\corpus_svg\noto-emoji\emoji_u3030.svg
twemoji/1f17e@128,1f17e,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f17e.png,data\corpus_svg\twemoji\1f17e.svg
twemoji/1f1e8-1f1e6@128,1f1e8-1f1e6,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f1e8-1f1e6.png,data\corpus_svg\twemoji\1f1e8-1f1e6.svg
twemoji/1f1f1-1f1f7@128,1f1f1-1f1f7,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f1f1-1f1f7.png,data\corpus_svg\twemoji\1f1f1-1f1f7.svg
twemoji/1f1f8@128,1f1f8,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f1f8.png,data\corpus_svg\twemoji\1f1f8.svg
twemoji/1f1f9-1f1e8@128,1f1f9-1f1e8,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f1f9-1f1e8.png,data\corpus_svg\twemoji\1f1f9-1f1e8.svg
twemoji/1f201@128,1f201,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f201.png,data\corpus_svg\twemoji\1f201.svg
twemoji/1f343@128,1f343,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f343.png,data\corpus_svg\twemoji\1f343.svg
twemoji/1f348@128,1f348,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f348.png,data\corpus_svg\twemoji\1f348.svg
twemoji/1f357@128,1f357,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f357.png,data\corpus_svg\twemoji\1f357.svg
twemoji/1f35f@128,1f35f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f35f.png,data\corpus_svg\twemoji\1f35f.svg
twemoji/1f3c4@128,1f3c4,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f3c4.png,data\corpus_svg\twemoji\1f3c4.svg
twemoji/1f3c6@128,1f3c6,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f3c6.png,data\corpus_svg\twemoji\1f3c6.svg
twemoji/1f3ca-1f3fb@128,1f3ca-1f3fb,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f3ca-1f3fb.png,data\corpus_svg\twemoji\1f3ca-1f3fb.svg
twemoji/1f3cb-1f3fb@128,1f3cb-1f3fb,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f3cb-1f3fb.png,data\corpus_svg\twemoji\1f3cb-1f3fb.svg
twemoji/1f447-1f3fc@128,1f447-1f3fc,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f447-1f3fc.png,data\corpus_svg\twemoji\1f447-1f3fc.svg
twemoji/1f450-1f3fd@128,1f450-1f3fd,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f450-1f3fd.png,data\corpus_svg\twemoji\1f450-1f3fd.svg
twemoji/1f468-1f3fb-200d-1f91d-200d-1f468-1f3fd@128,1f468-1f3fb-200d-1f91d-200d-1f468-1f3fd,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f468-1f3fb-200d-1f91d-200d-1f468-1f3fd.png,data\corpus_svg\twemoji\1f468-1f3fb-200d-1f91d-200d-1f468-1f3fd.svg
twemoji/1f468-1f3fb-200d-1faef-200d-1f468-1f3fd@128,1f468-1f3fb-200d-1faef-200d-1f468-1f3fd,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f468-1f3fb-200d-1faef-200d-1f468-1f3fd.png,data\corpus_svg\twemoji\1f468-1f3fb-200d-1faef-200d-1f468-1f3fd.svg
twemoji/1f468-1f3fd-200d-1f373@128,1f468-1f3fd-200d-1f373,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f468-1f3fd-200d-1f373.png,data\corpus_svg\twemoji\1f468-1f3fd-200d-1f373.svg
twemoji/1f468-1f3fd-200d-1f9af-200d-27a1-fe0f@128,1f468-1f3fd-200d-1f9af-200d-27a1-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f468-1f3fd-200d-1f9af-200d-27a1-fe0f.png,data\corpus_svg\twemoji\1f468-1f3fd-200d-1f9af-200d-27a1-fe0f.svg
twemoji/1f468-1f3fd@128,1f468-1f3fd,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f468-1f3fd.png,data\corpus_svg\twemoji\1f468-1f3fd.svg
twemoji/1f468-1f3fe-200d-1faef-200d-1f468-1f3fb@128,1f468-1f3fe-200d-1faef-200d-1f468-1f3fb,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f468-1f3fe-200d-1faef-200d-1f468-1f3fb.png,data\corpus_svg\twemoji\1f468-1f3fe-200d-1faef-200d-1f468-1f3fb.svg
twemoji/1f468-1f3fe-200d-2708-fe0f@128,1f468-1f3fe-200d-2708-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f468-1f3fe-200d-2708-fe0f.png,data\corpus_svg\twemoji\1f468-1f3fe-200d-2708-fe0f.svg
twemoji/1f468-200d-1f4bc@128,1f468-200d-1f4bc,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f468-200d-1f4bc.png,data\corpus_svg\twemoji\1f468-200d-1f4bc.svg
twemoji/1f469-1f3fc-200d-1f37c@128,1f469-1f3fc-200d-1f37c,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f469-1f3fc-200d-1f37c.png,data\corpus_svg\twemoji\1f469-1f3fc-200d-1f37c.svg
twemoji/1f469-1f3fc-200d-1f9b1@128,1f469-1f3fc-200d-1f9b1,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f469-1f3fc-200d-1f9b1.png,data\corpus_svg\twemoji\1f469-1f3fc-200d-1f9b1.svg
twemoji/1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc@128,1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.png,data\corpus_svg\twemoji\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.svg
twemoji/1f469-1f3fd-200d-1f9af-200d-27a1-fe0f@128,1f469-1f3fd-200d-1f9af-200d-27a1-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f469-1f3fd-200d-1f9af-200d-27a1-fe0f.png,data\corpus_svg\twemoji\1f469-1f3fd-200d-1f9af-200d-27a1-fe0f.svg
twemoji/1f469-1f3fd-200d-2764-fe0f-200d-1f468-1f3fe@128,1f469-1f3fd-200d-2764-fe0f-200d-1f468-1f3fe,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f469-1f3fd-200d-2764-fe0f-200d-1f468-1f3fe.png,data\corpus_svg\twemoji\1f469-1f3fd-200d-2764-fe0f-200d-1f468-1f3fe.svg
twemoji/1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fb@128,1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fb,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fb.png,data\corpus_svg\twemoji\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fb.svg
twemoji/1f469-1f3ff-200d-1f4bc@128,1f469-1f3ff-200d-1f4bc,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f469-1f3ff-200d-1f4bc.png,data\corpus_svg\twemoji\1f469-1f3ff-200d-1f4bc.svg
twemoji/1f469-1f3ff-200d-1f9b2@128,1f469-1f3ff-200d-1f9b2,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f469-1f3ff-200d-1f9b2.png,data\corpus_svg\twemoji\1f469-1f3ff-200d-1f9b2.svg
twemoji/1f46e-200d-2640-fe0f@128,1f46e-200d-2640-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f46e-200d-2640-fe0f.png,data\corpus_svg\twemoji\1f46e-200d-2640-fe0f.svg
twemoji/1f471@128,1f471,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f471.png,data\corpus_svg\twemoji\1f471.svg
twemoji/1f474-1f3fb@128,1f474-1f3fb,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f474-1f3fb.png,data\corpus_svg\twemoji\1f474-1f3fb.svg
twemoji/1f481-1f3fe-200d-2640-fe0f@128,1f481-1f3fe-200d-2640-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f481-1f3fe-200d-2640-fe0f.png,data\corpus_svg\twemoji\1f481-1f3fe-200d-2640-fe0f.svg
twemoji/1f486-200d-2642-fe0f@128,1f486-200d-2642-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f486-200d-2642-fe0f.png,data\corpus_svg\twemoji\1f486-200d-2642-fe0f.svg
twemoji/1f491-1f3fc@128,1f491-1f3fc,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f491-1f3fc.png,data\corpus_svg\twemoji\1f491-1f3fc.svg
twemoji/1f501@128,1f501,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f501.png,data\corpus_svg\twemoji\1f501.svg
twemoji/1f514@128,1f514,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f514.png,data\corpus_svg\twemoji\1f514.svg
twemoji/1f515@128,1f515,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f515.png,data\corpus_svg\twemoji\1f515.svg
twemoji/1f53a@128,1f53a,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f53a.png,data\corpus_svg\twemoji\1f53a.svg
twemoji/1f565@128,1f565,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f565.png,data\corpus_svg\twemoji\1f565.svg
twemoji/1f57a-1f3fb@128,1f57a-1f3fb,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f57a-1f3fb.png,data\corpus_svg\twemoji\1f57a-1f3fb.svg
twemoji/1f596-1f3ff@128,1f596-1f3ff,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f596-1f3ff.png,data\corpus_svg\twemoji\1f596-1f3ff.svg
twemoji/1f60d@128,1f60d,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f60d.png,data\corpus_svg\twemoji\1f60d.svg
twemoji/1f638@128,1f638,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f638.png,data\corpus_svg\twemoji\1f638.svg
twemoji/1f646-1f3fe-200d-2642-fe0f@128,1f646-1f3fe-200d-2642-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f646-1f3fe-200d-2642-fe0f.png,data\corpus_svg\twemoji\1f646-1f3fe-200d-2642-fe0f.svg
twemoji/1f647-200d-2640-fe0f@128,1f647-200d-2640-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f647-200d-2640-fe0f.png,data\corpus_svg\twemoji\1f647-200d-2640-fe0f.svg
twemoji/1f64b-1f3fe-200d-2642-fe0f@128,1f64b-1f3fe-200d-2642-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f64b-1f3fe-200d-2642-fe0f.png,data\corpus_svg\twemoji\1f64b-1f3fe-200d-2642-fe0f.svg
twemoji/1f64d-200d-2640-fe0f@128,1f64d-200d-2640-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f64d-200d-2640-fe0f.png,data\corpus_svg\twemoji\1f64d-200d-2640-fe0f.svg
twemoji/1f685@128,1f685,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f685.png,data\corpus_svg\twemoji\1f685.svg
twemoji/1f6b4-1f3fb-200d-2642-fe0f@128,1f6b4-1f3fb-200d-2642-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f6b4-1f3fb-200d-2642-fe0f.png,data\corpus_svg\twemoji\1f6b4-1f3fb-200d-2642-fe0f.svg
twemoji/1f6bc@128,1f6bc,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f6bc.png,data\corpus_svg\twemoji\1f6bc.svg
twemoji/1f6e1@128,1f6e1,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f6e1.png,data\corpus_svg\twemoji\1f6e1.svg
twemoji/1f6e5@128,1f6e5,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f6e5.png,data\corpus_svg\twemoji\1f6e5.svg
twemoji/1f7eb@128,1f7eb,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f7eb.png,data\corpus_svg\twemoji\1f7eb.svg
twemoji/1f918@128,1f918,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f918.png,data\corpus_svg\twemoji\1f918.svg
twemoji/1f926-1f3ff-200d-2642-fe0f@128,1f926-1f3ff-200d-2642-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f926-1f3ff-200d-2642-fe0f.png,data\corpus_svg\twemoji\1f926-1f3ff-200d-2642-fe0f.svg
twemoji/1f939-1f3fe-200d-2640-fe0f@128,1f939-1f3fe-200d-2640-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f939-1f3fe-200d-2640-fe0f.png,data\corpus_svg\twemoji\1f939-1f3fe-200d-2640-fe0f.svg
twemoji/1f940@128,1f940,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f940.png,data\corpus_svg\twemoji\1f940.svg
twemoji/1f98d@128,1f98d,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f98d.png,data\corpus_svg\twemoji\1f98d.svg
twemoji/1f993@128,1f993,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f993.png,data\corpus_svg\twemoji\1f993.svg
twemoji/1f9a8@128,1f9a8,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9a8.png,data\corpus_svg\twemoji\1f9a8.svg
twemoji/1f9b8-1f3ff-200d-2640-fe0f@128,1f9b8-1f3ff-200d-2640-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9b8-1f3ff-200d-2640-fe0f.png,data\corpus_svg\twemoji\1f9b8-1f3ff-200d-2640-fe0f.svg
twemoji/1f9c7@128,1f9c7,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9c7.png,data\corpus_svg\twemoji\1f9c7.svg
twemoji/1f9c9@128,1f9c9,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9c9.png,data\corpus_svg\twemoji\1f9c9.svg
twemoji/1f9d1-1f3fb-200d-1f9b1@128,1f9d1-1f3fb-200d-1f9b1,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d1-1f3fb-200d-1f9b1.png,data\corpus_svg\twemoji\1f9d1-1f3fb-200d-1f9b1.svg
twemoji/1f9d1-1f3fb-200d-1faef-200d-1f9d1-1f3fd@128,1f9d1-1f3fb-200d-1faef-200d-1f9d1-1f3fd,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d1-1f3fb-200d-1faef-200d-1f9d1-1f3fd.png,data\corpus_svg\twemoji\1f9d1-1f3fb-200d-1faef-200d-1f9d1-1f3fd.svg
twemoji/1f9d1-1f3fd-200d-2696-fe0f@128,1f9d1-1f3fd-200d-2696-fe0f,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d1-1f3fd-200d-2696-fe0f.png,data\corpus_svg\twemoji\1f9d1-1f3fd-200d-2696-fe0f.svg
twemoji/1f9d1-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f9d1-1f3ff@128,1f9d1-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f9d1-1f3ff,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d1-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f9d1-1f3ff.png,data\corpus_svg\twemoji\1f9d1-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f9d1-1f3ff.svg
twemoji/1f9d1-1f3ff-200d-1f37c@128,1f9d1-1f3ff-200d-1f37c,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d1-1f3ff-200d-1f37c.png,data\corpus_svg\twemoji\1f9d1-1f3ff-200d-1f37c.svg
twemoji/1f9d1-1f3ff-200d-1f680@128,1f9d1-1f3ff-200d-1f680,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d1-1f3ff-200d-1f680.png,data\corpus_svg\twemoji\1f9d1-1f3ff-200d-1f680.svg
twemoji/1f9d1-1f3ff-200d-1f692@128,1f9d1-1f3ff-200d-1f692,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d1-1f3ff-200d-1f692.png,data\corpus_svg\twemoji\1f9d1-1f3ff-200d-1f692.svg
twemoji/1f9d1-1f3ff-200d-1f9af@128,1f9d1-1f3ff-200d-1f9af,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d1-1f3ff-200d-1f9af.png,data\corpus_svg\twemoji\1f9d1-1f3ff-200d-1f9af.svg
twemoji/1f9d1-1f3ff-200d-2764-fe0f-200d-1f9d1-1f3fb@128,1f9d1-1f3ff-200d-2764-fe0f-200d-1f9d1-1f3fb,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d1-1f3ff-200d-2764-fe0f-200d-1f9d1-1f3fb.png,data\corpus_svg\twemoji\1f9d1-1f3ff-200d-2764-fe0f-200d-1f9d1-1f3fb.svg
twemoji/1f9d4-1f3fd@128,1f9d4-1f3fd,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d4-1f3fd.png,data\corpus_svg\twemoji\1f9d4-1f3fd.svg
twemoji/1f9d5-1f3fe@128,1f9d5-1f3fe,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d5-1f3fe.png,data\corpus_svg\twemoji\1f9d5-1f3fe.svg
twemoji/1f9d6-1f3fc@128,1f9d6-1f3fc,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d6-1f3fc.png,data\corpus_svg\twemoji\1f9d6-1f3fc.svg
twemoji/1f9d8-1f3fe@128,1f9d8-1f3fe,twemoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\twemoji\128\1f9d8-1f3fe.png,data\corpus_svg\twemoji\1f9d8-1f3fe.svg
